PRODUCT_ID;PRODUCT_TYPE;PRODUCT_NAME;PRODUCT_GROUP;CURRENCY;PRODUCT_ISIN;UNDERLYING_ISIN;SHARE_ISIN;CONTRACT_SIZE;CONTRACT_MONTHS;MIN_PRICE_CHANGE;COUNTRY_CODE;GROUP_ID;CASH_MARKET_ID;SECTOR;STOXX® Europe 600;EURO STOXX 50®;STOXX Europe 50®;DAX®;SMI®;MDAX®;SDAX®;TecDAX®;SMIM®;STOXX® 200 Large;STOXX® 200 Mid;STOXX® 200 Small;DJ Global Titans 50 (SM);AEX Index®;CAC 40®;SP 500;RDXxt® USD - RDX Extended;FTSE® 100;ATX
EBS;OSTK;Erste Bank;Equity Options;EUR;AT0000652011;AT0000652011;;100;24;.01;AT;AT12;XVIE;Banks;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
EDNF;FSTK;Edison;Single Stock Futures;EUR;DE000A0XW410;IT0003152417;;1000;36;.0001;IT;IT01;XMIL;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EDPF;FSTK;Energias de Portugal;Single Stock Futures;EUR;DE000A0JY589;PTEDP0AM0009;;100;36;.0001;PT;PT01;XLIS;Utilities;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
EF3;OSTK;Eiffage;Equity Options;EUR;FR0000130452;FR0000130452;;100;24;.01;FR;FR12;XPAR;Construction & Materials;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
EF3F;FSTK;Eiffage [10];Single Stock Futures;EUR;DE000A0JY6N6;FR0000130452;;10;36;.0001;FR;FR01;XPAR;Construction & Materials;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
EF3G;FSTK;Eiffage;Single Stock Futures;EUR;DE000A1KDYV5;FR0000130452;;100;36;.0001;FR;FR01;XPAR;Construction & Materials;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
EFC;OSTK;Colruyt;Equity Options;EUR;BE0974256852;BE0974256852;;100;24;.01;BE;BE12;XBRU;Retail;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
EFCF;FSTK;Colruyt [50];Single Stock Futures;EUR;DE000A0JY3Y0;BE0974256852;;50;36;.0001;BE;BE01;XBRU;Retail;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
EFCG;FSTK;Colruyt;Single Stock Futures;EUR;DE000A1KDX33;BE0974256852;;100;36;.0001;BE;BE01;XBRU;Retail;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
EFGG;FSTK;EFG Eurobank Ergasias;Single Stock Futures;EUR;DE000A1KDY08;GRS323013003;;100;36;.0001;GR;GR01;XATH;Banks;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
EFGN;OSTK;EFG International;Equity Options;CHF;CH0022268228;CH0022268228;;100;24;.01;CH;CH12;XSWX;Banks;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
EFXF;FSTK;Essilor International;Single Stock Futures;EUR;DE000A0JJS38;FR0000121667;;100;36;.0001;FR;FR01;XPAR;Health Care;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
EG4F;FSTK;Enagás;Single Stock Futures;EUR;DE000A0JY2C8;ES0130960018;;100;36;.0001;ES;ES01;XMAD;Utilities;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
EIA;OSTK;Elisa Corporation;Equity Options;EUR;FI0009007884;FI0009007884;;100;12;.01;FI;FI12;XHEL;Telecommunications;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
EIAG;FSTK;Elisa Corporation;Single Stock Futures;EUR;DE000A0ME2R5;FI0009007884;;100;36;.0001;FI;FI01;XHEL;Telecommunications;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ELEF;FSTK;Euler Hermes;Single Stock Futures;EUR;DE000A0XW4V8;FR0004254035;;100;36;.0001;FR;FR01;XPAR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ELV;OSTK;Reed Elsevier NV;Equity Options;EUR;NL0006144495;NL0006144495;;100;60;.01;NL;NL11;XAMS;Media;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
ELVG;FSTK;Reed Elsevier NV;Single Stock Futures;EUR;DE000A0SYJR5;NL0006144495;;100;36;.0001;NL;NL01;XAMS;Media;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
EMCF;FSTK;EMC;Single Stock Futures;USD;DE000A0YK9T4;US2686481027;;100;36;.0001;US;US01;XNYS;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
EMGG;FSTK;Man Group;Single Stock Futures;GBP;DE000A0SYHX7;GB00B28KQ186;;1000;36;.0001;GB;GB01;XLON;Financial Services;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
EMRF;FSTK;Emerson Electric;Single Stock Futures;USD;DE000A0XWZ75;US2910111044;;100;36;.0001;US;US01;XNYS;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
ENL5;OSTK;Enel;Equity Options;EUR;IT0003128367;IT0003128367;;500;60;.0005;IT;IT11;XMIL;Utilities;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
ENLG;FSTK;Enel;Single Stock Futures;EUR;DE000A0Z31R6;IT0003128367;;1000;36;.0001;IT;IT01;XMIL;Utilities;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
ENRF;FSTK;Eurasian Natural Resources;Single Stock Futures;GBP;DE000A0XW0S2;GB00B29BCK10;;1000;36;.0001;GB;GB01;XLON;Basic Resources;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
ENT5;OSTK;Eni;Equity Options;EUR;DE0001458198;IT0003132476;;500;60;.0005;IT;IT11;XMIL;Oil & Gas;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
ENTF;FSTK;Eni [500];Single Stock Futures;EUR;DE000A0C3818;IT0003132476;;500;36;.0001;IT;IT01;XMIL;Oil & Gas;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
ENTG;FSTK;Eni;Single Stock Futures;EUR;DE000A1KDZG3;IT0003132476;;1000;36;.0001;IT;IT01;XMIL;Oil & Gas;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
ENUF;FSTK;Stora Enso;Single Stock Futures;EUR;DE000A0JY4Z5;FI0009005961;;100;36;.0001;FI;FI01;XHEL;Basic Resources;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ENUR;OSTK;Stora Enso;Equity Options;EUR;FI0009005961;FI0009005961;;100;12;.01;FI;FI11;XHEL;Basic Resources;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
EOA;OSTK;E.ON;Equity Options;EUR;DE000ENAG999;DE000ENAG999;;100;60;.01;DE;DE11;XETR;Utilities;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
EOAE;OSTK;E.ON [european];Equity Options;EUR;DE000A1HUFQ4;DE000ENAG999;;100;60;.01;DE;DE14;XETR;Utilities;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
EOAH;FSTK;E.ON;Single Stock Futures;EUR;DE000A0V8NP3;DE000ENAG999;;100;36;.0001;DE;DE01;XETR;Utilities;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
EOGF;FSTK;EOG Resources;Single Stock Futures;USD;DE000A0YKQ53;US26875P1012;;100;36;.0001;US;US01;XNYS;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
ERAF;FSTK;Eramet;Single Stock Futures;EUR;DE000A0XW0J1;FR0000131757;;100;36;.0001;FR;FR01;XPAR;Basic Resources;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ERCB;OSTK;Ericsson;Equity Options;EUR;SE0000108656;SE0000108656;;100;60;.01;SE;SE12;XSSE;Technology;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
ERCG;FSTK;Ericsson;Single Stock Futures;EUR;DE000A0V8NB3;SE0000108656;;100;36;.0001;SE;SE01;XSSE;Technology;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
ERJF;FSTK;Embraer;Single Stock Futures;USD;DE000A1DKFE0;US29082A1079;;100;36;.0001;BR;BR01;XNYS;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ESIF;FSTK;ITT Educational Services;Single Stock Futures;USD;DE000A1A4QN4;US45068B1098;;100;36;.0001;US;US01;XNYS;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
ESL;OSTK;Essilor International;Equity Options;EUR;FR0000121667;FR0000121667;;100;60;.01;FR;FR11;XPAR;Health Care;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
ESRF;FSTK;Express Scripts;Single Stock Futures;USD;DE000A0YKRF0;US3021821000;;100;36;.0001;US;US02;XNAS;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
ETIF;FSTK;Enterprise Inns;Single Stock Futures;GBP;DE000A0SYCH1;GB00B1L8B624;;1000;36;.0001;GB;GB01;XLON;Travel & Leisure;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
ETXF;FSTK;Maurel & Prom;Single Stock Futures;EUR;DE000A0JY3X2;FR0000051070;;100;36;.0001;FR;FR01;XPAR;Oil & Gas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUN2;OSTK;iShares EURO STOXX 50® Options;iShares ETFs;EUR;IE0008471009;IE0008471009;;100;24;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUNF;FSTK;iShares EURO STOXX 50® Futures;iShares ETFs;EUR;DE0007200180;IE0008471009;;100;9;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EUQ;OSTK;Eurazeo;Equity Options;EUR;FR0000121121;FR0000121121;;100;24;.01;FR;FR12;XPAR;Financial Services;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
EVNF;FSTK;EVN;Single Stock Futures;EUR;DE000A1CRJB5;AT0000741053;;100;36;.0001;AT;AT01;XVIE;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
EXCF;FSTK;Exelon;Single Stock Futures;USD;DE000A0SYKW3;US30161N1019;;100;36;.0001;US;US01;XNYS;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
EXPF;FSTK;Experian;Single Stock Futures;GBP;DE000A0SYBP6;GB00B19NLV48;;1000;36;.0001;GB;GB01;XLON;Industrial Goods & Services;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
EXS1;OSTK;iShares DAX® (DE) Options;iShares ETFs;EUR;DE0005933931;DE0005933931;;100;24;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EXSF;FSTK;iShares DAX® (DE) Futures;iShares ETFs;EUR;DE0007200164;DE0005933931;;100;9;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1B1;FSTK;Phelix Base® Week Futures;Power Derivatives;EUR;DE000A1A41M7;;;;;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1B2;FSTK;Phelix Base® Week Futures;Power Derivatives;EUR;DE000A1A41N5;;;;;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1B3;FSTK;Phelix Base® Week Futures;Power Derivatives;EUR;DE000A1A41P0;;;;;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1B4;FSTK;Phelix Base® Week Futures;Power Derivatives;EUR;DE000A1A41Q8;;;;;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1B5;FSTK;Phelix Base® Week Futures;Power Derivatives;EUR;DE000A1A41R6;;;;;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1BM;FSTK;Phelix Base® Month Futures;Power Derivatives;EUR;DE0006606023;;;;10;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1BQ;FSTK;Phelix Base® Quarter Futures;Power Derivatives;EUR;DE0006606049;;;;33;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1BY;FSTK;Phelix Base® Year Futures;Power Derivatives;EUR;DE0006606064;;;;72;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1OM;FSTK;Phelix Off-Peak® Month Futures;Power Derivatives;EUR;DE000A1A41G9;;;;10;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1OQ;FSTK;Phelix Off-Peak® Quarter Futures;Power Derivatives;EUR;DE000A1A41H7;;;;33;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1OY;FSTK;Phelix Off-Peak® Year Futures;Power Derivatives;EUR;DE000A1A41J3;;;;72;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1P1;FSTK;Phelix Peak® Week Futures;Power Derivatives;EUR;DE000A1A41S4;;;;;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1P2;FSTK;Phelix Peak® Week Futures;Power Derivatives;EUR;DE000A1A41T2;;;;;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1P3;FSTK;Phelix Peak® Week Futures;Power Derivatives;EUR;DE000A1A41U0;;;;;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1P4;FSTK;Phelix Peak® Week Futures;Power Derivatives;EUR;DE000A1A41V8;;;;;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1P5;FSTK;Phelix Peak® Week Futures;Power Derivatives;EUR;DE000A1A41W6;;;;;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1PM;FSTK;Phelix Peak® Month Futures;Power Derivatives;EUR;DE0006606031;;;;10;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1PQ;FSTK;Phelix Peak® Quarter Futures;Power Derivatives;EUR;DE0006606056;;;;33;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1PY;FSTK;Phelix Peak® Year Futures;Power Derivatives;EUR;DE0006606072;;;;72;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F1TE;FSTK;France Télécom Dividend Futures [100];Single Stock Dividend Futures ;EUR;DE000A1CRDU8;XC000A1CRLK4;FR0000133308;100;;.01;FR;FR21;XPAR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F2CR;FSTK;CER Futures MidDec;CO2 Derivatives;EUR;DE000A1A41L9;DE000A0SYUY8;;1000;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F2EA;FSTK;EUA Futures MidDec;CO2 Derivatives;EUR;DE000A1A41K1;DE000A0EY6N1;;1000;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F2MX;FINX;MDAX® Futures;DAX®;EUR;DE000A0BRCY6;DE0008467416;;5;9;1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F2PE;FSTK;EUA Futures EarlyDec;CO2 Derivatives;EUR;DE000A0E4PY0;DE000A0EY6N1;;1000;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F2TE;FSTK;France Télécom Dividend Futures;Single Stock Dividend Futures ;EUR;DE000A1EZHS2;XC000A1CRLK4;FR0000133308;1000;;.001;FR;FR21;XPAR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F3D;OSTK;Fugro;Equity Options;EUR;NL0000352565;NL0000352565;;100;60;.01;NL;NL11;XAMS;Oil & Gas;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
F5C0;FCRD;iTraxx® Europe Crossover 5-year Index Futures;Credit Derivatives;EUR;DE000A0LLV68;GB00B1LLKN16;;100000;6;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F5E0;FCRD;iTraxx® Europe 5-year Index Futures;Credit Derivatives;EUR;DE000A0LLV01;GB00B1LLK194;;100000;6;.005;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
F5H0;FCRD;iTraxx® Europe HiVol 5-year Index Futures;Credit Derivatives;EUR;DE000A0LLV35;GB00B1LLKB93;;100000;6;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FBTP;FBND;Long-Term Euro-BTP Futures;Fixed Income Derivatives;EUR;DE000A0ZW3V8;;;100000;9;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FBTS;FBND;Short-Term Euro-BTP Futures;Fixed Income Derivatives;EUR;DE000A1EZJ09;;;100000;9;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FBUT;FINX;Butter Futures;Agriculture Derivatives;EUR;DE000A1DKGY6;;;5;18;1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCAG;FSTK;Dow Jones-UBS Agriculture Futures;Dow Jones-UBS;USD;DE000A0YK512;US26065V1089;;250;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCCG;FSTK;FCC Fomento de Construcciones y Contratas;Single Stock Futures;EUR;DE000A1CRKL2;ES0122060314;;100;36;.0001;ES;ES01;XMAD;Construction & Materials;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
FCCO;FSTK;Dow Jones-UBS Commodity Futures;Dow Jones-UBS;USD;DE000A0YK504;US26064B1035;;250;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCEN;FSTK;Dow Jones-UBS Energy Futures;Dow Jones-UBS;USD;DE000A0YK520;US2605691169;;250;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCER;FSTK;CER Futures EarlyDec;CO2 Derivatives;EUR;DE000A0SYUY8;DE000A0SYUY8;;1000;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCGR;FSTK;Dow Jones-UBS Grains Futures;Dow Jones-UBS;USD;DE000A0YK6G7;US26065D1081;;250;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCIN;FSTK;Dow Jones-UBS Industrial Metals Futures;Dow Jones-UBS;USD;DE000A0YK538;US26065Q1094;;250;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCLI;FSTK;Dow Jones-UBS Livestock Futures;Dow Jones-UBS;USD;DE000A0YK6F9;US26065B1026;;250;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCPE;FSTK;Dow Jones-UBS Petroleum Futures;Dow Jones-UBS;USD;DE000A0YK6E2;US26064U1016;;250;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCPR;FSTK;Dow Jones-UBS Precious Metals Futures;Dow Jones-UBS;USD;DE000A0YK6H5;US26066J1126;;250;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCRU;FSTK;ETFS Crude Oil Futures;Exchange Traded Commodities Derivatives;USD;DE000A1KQSJ4;GB00B15KXV33;;100;36;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCSO;FSTK;Dow Jones-UBS Softs Futures;Dow Jones-UBS;USD;DE000A0YK6J1;US26066D1072;;250;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCXE;FSTK;Dow Jones-UBS Ex Energy Futures;Dow Jones-UBS;USD;DE000A0YK6K9;US26065U1007;;250;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FCXG;FSTK;Freeport-McMoRan Copper & Gold;Single Stock Futures;USD;DE000A1KD639;US35671D8570;;100;36;.0001;US;US01;XNYS;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
FD3D;FINX;EURO STOXX® Select Dividend 30 Index Dividend Futures;Equity Index Dividend Derivatives;EUR;DE000A0ZW4F9;CH0100566451;;100;;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FDAX;FINX;DAX® Futures;DAX®;EUR;DE0008469594;DE0008469008;;25;9;.5;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FDIV;FINX;DivDAX® Futures;DAX®;EUR;DE000A0SNKW6;DE000A0C33C3;;200;9;.05;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FDVD;FINX;DivDAX® Dividend Futures;Equity Index Dividend Derivatives;EUR;DE000A0ZW4E2;DE000A0X7KL8;;1000;;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FDXD;FINX;DAX® Price Index Dividend Futures;Equity Index Dividend Derivatives;EUR;DE000A0ZW4D4;DE000A0XXAL9;;100;;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FDXF;FSTK;FedEx;Single Stock Futures;USD;DE000A0YKRA1;US31428X1063;;100;36;.0001;US;US01;XNYS;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
FEDV;FINX;EURO STOXX® Select Dividend 30 Index Futures;Blue Chip;EUR;DE000A0ME643;CH0020751589;;10;9;.5;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FEO1;FINT;One-Month EONIA Futures;Money Market Derivatives;EUR;DE0007201535;;;3000000;12;.005;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FEPP;FINX;European Processing Potato Futures;Agriculture Derivatives;EUR;DE000A0Z3068;;;250;24;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESA;FINX;EURO STOXX® Automobiles & Parts Futures;EURO STOXX® Sector Index Futures;EUR;DE0005303648;EU0009658301;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESB;FINX;EURO STOXX® Banks Futures;EURO STOXX® Sector Index Futures;EUR;DE0005705651;EU0009658426;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESC;FINX;EURO STOXX® Chemicals Futures;EURO STOXX® Sector Index Futures;EUR;DE0002272028;EU0009658228;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESE;FINX;EURO STOXX® Oil & Gas Futures;EURO STOXX® Sector Index Futures;EUR;DE0005303655;EU0009658400;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESF;FINX;EURO STOXX® Financial Services Futures;EURO STOXX® Sector Index Futures;EUR;DE0007200743;EU0009658467;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESG;FINX;EURO STOXX® Industrial Goods & Services Futures;EURO STOXX® Sector Index Futures;EUR;DE0002271152;EU0009658525;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESH;FINX;EURO STOXX® Health Care Futures;EURO STOXX® Sector Index Futures;EUR;DE0005705669;EU0009658343;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESI;FINX;EURO STOXX® Insurance Futures;EURO STOXX® Sector Index Futures;EUR;DE0005303663;EU0009658442;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESL;FINX;EURO STOXX® Real Estate Futures;EURO STOXX® Sector Index Futures;EUR;DE000A0V8N36;CH0043274445;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESM;FINX;EURO STOXX® Media Futures;EURO STOXX® Sector Index Futures;EUR;DE0007200735;EU0009658269;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESN;FINX;EURO STOXX® Construction & Materials Futures;EURO STOXX® Sector Index Futures;EUR;DE0002271194;EU0009658509;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESO;FINX;EURO STOXX® Food & Beverage Futures;EURO STOXX® Sector Index Futures;EUR;DE0002271160;EU0009658368;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESR;FINX;EURO STOXX® Retail Futures;EURO STOXX® Sector Index Futures;EUR;DE0002271137;CH0019113023;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESS;FINX;EURO STOXX® Basic Resources Futures;EURO STOXX® Sector Index Futures;EUR;DE0002272036;EU0009658244;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FEST;FINX;EURO STOXX® Telecommunications Futures;EURO STOXX® Sector Index Futures;EUR;DE0005705685;EU0009658566;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESU;FINX;EURO STOXX® Utilities Futures;EURO STOXX® Sector Index Futures;EUR;DE0007200727;EU0009658582;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESV;FINX;EURO STOXX® Travel & Leisure Futures;EURO STOXX® Sector Index Futures;EUR;DE0002271186;CH0019113122;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESX;FINX;EURO STOXX 50® Index Futures;Blue Chip;EUR;DE0009652388;EU0009658145;;10;9;1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESY;FINX;EURO STOXX® Technology Futures;EURO STOXX® Sector Index Futures;EUR;DE0005705677;EU0009658541;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FESZ;FINX;EURO STOXX® Personal & Household Goods Futures;EURO STOXX® Sector Index Futures;EUR;DE0002271145;CH0019112892;;50;9;.1;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FEU3;FINT;Three-Month EURIBOR Futures;Money Market Derivatives;EUR;DE0009653147;;;1000000;60;.005;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FEUA;FSTK;EUA Futures;CO2 Derivatives;EUR;DE000A0SYVA6;DE000A1DKQ99;;1000;12;.01;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
