NKD	201109	GLOBEX	2010-09-10	2011-09-08	2011-09-07
NKD	201112	GLOBEX	2010-12-10	2011-12-08	2011-12-07
NKD	201203	GLOBEX	2011-03-11	2012-03-08	2012-03-07
NKD	201206	GLOBEX	2011-06-10	2012-06-07	2012-06-06
MDAX	200909	DTB	2008-12-19	2009-09-18	2009-09-17
MDAX	201006	DTB	2009-09-18	2010-06-18	2010-06-17
MDAX	201009	DTB	2009-12-18	2010-09-17	2010-09-16
MDAX	201012	DTB	2010-03-19	2010-12-17	2010-12-16
MDAX	201106	DTB	2010-09-17	2011-06-17	2011-06-16
DAX	200909	DTB	2008-12-19	2009-09-18	2009-09-17
DAX	200912	DTB	2009-03-20	2009-12-18	2009-12-17
DAX	201003	DTB	2009-06-19	2010-03-19	2010-03-18
DAX	201006	DTB	2009-09-18	2010-06-18	2010-06-17
DAX	201009	DTB	2009-12-18	2010-09-17	2010-09-16
DAX	201012	DTB	2010-03-19	2010-12-17	2010-12-16
DAX	201103	DTB	2010-06-18	2011-03-18	2011-03-17
DAX	201106	DTB	2010-09-17	2011-06-17	2011-06-16
DAX	201109	DTB	2010-12-17	2011-09-16	2011-09-15
DAX	201112	DTB	2011-03-18	2011-12-16	2011-12-15
DAX	201206	DTB	2011-09-16	2012-06-15	2012-06-14
TDX	201009	DTB	2009-12-18	2010-09-17	2010-09-16
TDX	201106	DTB	2010-09-17	2011-06-17	2011-06-16
ESTX50	200909	DTB	2008-12-19	2009-09-18	2009-09-17
ESTX50	200912	DTB	2009-03-20	2009-12-18	2009-12-17
ESTX50	201003	DTB	2009-06-19	2010-03-19	2010-03-18
ESTX50	201006	DTB	2009-09-18	2010-06-18	2010-06-17
ESTX50	201009	DTB	2009-12-18	2010-09-17	2010-09-16
ESTX50	201012	DTB	2010-03-19	2010-12-17	2010-12-16
ESTX50	201103	DTB	2010-06-18	2011-03-18	2011-03-17
ESTX50	201106	DTB	2010-09-17	2011-06-17	2011-06-16
ESTX50	201109	DTB	2010-12-17	2011-09-16	2011-09-15
ESTX50	201112	DTB	2011-03-18	2011-12-16	2011-12-15
ESTX50	201206	DTB	2011-09-16	2012-06-15	2012-06-14
STX	201006	DTB	2009-09-18	2010-06-18	2010-06-17
STX	201009	DTB	2009-12-18	2010-09-17	2010-09-16
STX	201012	DTB	2010-03-19	2010-12-17	2010-12-16
Z	200909	LIFFE	2008-09-19	2009-09-18	2009-09-17
Z	200912	LIFFE	2008-12-19	2009-12-18	2009-12-17
Z	201003	LIFFE	2009-03-20	2010-03-19	2010-03-18
Z	201006	LIFFE	2009-06-19	2010-06-18	2010-06-17
Z	201009	LIFFE	2009-09-18	2010-09-17	2010-09-16
Z	201012	LIFFE	2009-12-18	2010-12-17	2010-12-16
Z	201103	LIFFE	2010-03-19	2011-03-18	2011-03-17
Z	201106	LIFFE	2010-06-18	2011-06-17	2011-06-16
Z	201109	LIFFE	2010-09-17	2011-09-16	2011-09-15
Z	201112	LIFFE	2010-12-17	2011-12-16	2011-12-15
Z	201203	LIFFE	2011-03-18	2012-03-16	2012-03-15
Z	201206	LIFFE	2011-06-17	2012-06-15	2012-06-14
DX	200909	NYBOT	2008-09-16	2009-09-14	2009-09-09
DX	200912	NYBOT	2008-12-16	2009-12-14	2009-12-10
DX	201003	NYBOT	2009-03-17	2010-03-15	2010-03-10
DX	201006	NYBOT	2009-06-16	2010-06-14	2010-06-10
DX	201009	NYBOT	2009-09-15	2010-09-13	2010-09-09
DX	201012	NYBOT	2009-12-15	2010-12-13	2010-12-09
DX	201103	NYBOT	2010-03-06	2011-03-14	2011-03-10
DX	201106	NYBOT	2010-06-15	2011-06-13	2011-06-09
DX	201109	NYBOT	2010-09-14	2011-09-19	2011-09-14
DX	201112	NYBOT	2010-12-14	2011-12-19	2011-12-15
DX	201203	NYBOT	2011-03-15	2012-03-16	2012-03-13
DX	201206	NYBOT	2011-06-14	2012-06-18	2012-06-14
VIX	200909	CFE	2008-12-17	2009-09-15	2009-09-15
VIX	200910	CFE	2009-01-21	2009-10-20	2009-10-20
VIX	200911	CFE	2009-02-18	2009-11-17	2009-11-17
VIX	200912	CFE	2009-03-18	2009-12-15	2009-12-15
VIX	201001	CFE	2009-04-15	2010-01-19	2010-01-19
VIX	201002	CFE	2009-05-20	2010-02-16	2010-02-16
VIX	201003	CFE	2009-06-17	2010-03-16	2010-03-08
VIX	201004	CFE	2009-07-22	2010-04-20	2010-04-20
VIX	201005	CFE	2009-08-19	2010-05-18	2010-05-18
VIX	201006	CFE	2009-09-16	2010-06-15	2010-06-11
VIX	201007	CFE	2009-10-21	2010-07-20	2010-07-20
VIX	201008	CFE	2009-11-18	2010-08-17	2010-08-03
VIX	201009	CFE	2009-12-16	2010-09-14	2010-09-10
VIX	201010	CFE	2010-01-20	2010-10-19	2010-10-19
VIX	201011	CFE	2010-02-17	2010-11-16	2010-11-16
VIX	201012	CFE	2010-03-17	2010-12-21	2010-12-08
VIX	201107	CFE	2010-10-20	2011-07-19	2011-07-18
VIX	201110	CFE	2011-01-19	2011-10-18	2011-10-10
VIX	201202	CFE	2011-05-18	2012-02-14	2012-02-13
VIX	201204	CFE	2011-07-20	2012-04-17	2012-04-16
M6A	200909	GLOBEX	2009-03-17	2009-09-14	2009-09-11
M6A	200912	GLOBEX	2009-06-16	2009-12-14	2009-12-09
M6A	201003	GLOBEX	2009-09-15	2010-03-15	2010-03-12
M6A	201006	GLOBEX	2009-12-15	2010-06-14	2010-06-10
M6A	201009	GLOBEX	2010-03-16	2010-09-13	2010-09-09
M6A	201012	GLOBEX	2010-06-15	2010-12-13	2010-12-10
M6A	201103	GLOBEX	2010-09-14	2011-03-14	2011-03-09
M6A	201106	GLOBEX	2010-12-14	2011-06-13	2011-06-10
M6A	201109	GLOBEX	2011-03-15	2011-09-19	2011-09-14
M6A	201112	GLOBEX	2011-06-14	2011-12-19	2011-12-15
M6A	201203	GLOBEX	2011-09-20	2012-03-19	2012-03-15
M6A	201206	GLOBEX	2011-12-20	2012-06-18	2012-06-14
M6B	200909	GLOBEX	2009-03-17	2009-09-14	2009-09-11
M6B	200912	GLOBEX	2009-06-16	2009-12-14	2009-12-11
M6B	201003	GLOBEX	2009-09-15	2010-03-15	2010-03-11
M6B	201006	GLOBEX	2009-12-15	2010-06-14	2010-06-10
